St,Course #,S,L,Course Name,_,CR,PN,GE Reqs,Meeting Time(s),Location(s),Instructor(s)
C,CHIN112,B,,"Beginning Chinese II Students in Chin 112A must also register for one lab Chin 112 AL, BL, or CL.",,1.00,N,,MWF 1150-1245PM,TOH 316,"Wong, Ka F."
O,CHIN112,C,,"Beginning Chinese II Students in Chin 112A must also register for one lab Chin 112 AL, BL, or CL.",,1.00,N,,MWF 0200-0255PM,TOH 316,"Wong, Ka F."
C,CHIN112,A,L,Beginning Chinese II Lab,,0.00,N,,T 0935-1100,TOH 308,"Wong, Ka F."
O,CHIN112,B,L,Beginning Chinese II Lab,,0.00,N,,T 1145-0110PM,TOH 316,"Wong, Ka F."
O,CHIN112,C,L,Beginning Chinese II Lab,,0.00,N,,T 0120-0245PM,TOH 316,"Wong, Ka F."
O,CHIN232,A,,Intermed Chinese II Students in Chinese 232A must also register for one lab Chinese 232AL or BL.,,1.00,N,FOL-C,MWF 1045-1140,TOH 316,"Wan, Pin Pin"
O,CHIN232,B,,Intermed Chinese II Students in Chinese 232B must also register for one lab Chinese 232AL or BL.,,1.00,N,FOL-C,MWF 1255-0150PM,TOH 316,"Wan, Pin Pin"
C,CHIN232,A,L,Intermed Chinese II Lab,,0.00,N,,T 1005-1100 Th 0955-1050,TOH 316 TOH 316,"Wan, Pin Pin"
O,CHIN232,B,L,Intermed Chinese II Lab,,0.00,N,,TTh 0800-0855,TOH 316,"Wan, Pin Pin"
C,CHIN294,,,Academic Internship,,1.00,Y,,,,Staff
O,CHIN298,,,IS/,,1.00,N,,,,Staff
O,CHIN302,A,,Advanced Chinese II,,1.00,N,FOL-C,MWF 1255-0150PM,TOH 214,"Chen, Luying"
C,CHIN302,B,,Advanced Chinese II,,1.00,N,FOL-C,MWF 0200-0255PM,TOH 214,"Chen, Luying"
O,CHIN320,,,Special Topics in Chinese,,1.00,N,,MWF 0905-1000,TOH 300,"Chen, Luying"
C,CHIN394,,,Academic Internship,,1.00,Y,,,,Staff
O,CHIN398,,,IR/,,1.00,N,,,,Staff
O,CLASS244,,,Golden Age of Rome-Tr,,1.00,N,ALS-L HWC,T 1145-0110PM Th 1245-0205PM,HH 501 HH 501,"Brunelle, Christopher M."
C,CLASS294,,,Academic Internship,,1.00,Y,,,,Staff
O,CLASS298,,,IS/,,1.00,N,,,,Staff
C,CLASS394,,,Academic Internship,,1.00,Y,,,,Staff
O,CLASS398,,,IR/,,1.00,N,,,,Staff
C,CLASS398,A,,IR/Macedonian Symposia,,1.00,N,,,,"Reece, Steve T."
C,CLASS398,B,,IR/Ancient Warships,,1.00,N,,,,"May, James"
O,CSCI125,A,,Comp Sci for Science/Math,,1.00,N,AQR,MWF 1255-0150PM,RNS 203,"Sanft, Kevin R."
C,CSCI125,B,,Comp Sci for Science/Math,,1.00,N,AQR,MWF 1045-1140,RNS 203,"Hall-Holt, Olaf A."
O,CSCI251,,,Software Design This course has class-year limits. Students in CSCI 251 must also register for one lab CSCI 252 AL or BL.,,1.00,N,,MWF 0905-1000,RNS 203,"Hall-Holt, Olaf A."
O,CSCI252,A,L,Software Design/Lab,,0.25,N,,W 0300-0500PM,RNS 203,"Hall-Holt, Olaf A."
C,CSCI252,B,L,Software Design/Lab,,0.25,N,,Th 1245-0245PM,RNS 202,"Hall-Holt, Olaf A."
C,CSCI263,,,Ethical Iss: Software Prerequisite: Completion of BTS-T or permission to instructor.,,1.00,N,EIN ORC,T 0935-1100 Th 0930-1050,RNS 203 RNS 203,"Huff, Charles"
C,CSCI294,,,Academic Internship,,1.00,Y,,,,Staff
O,CSCI298,,,IS/,,1.00,N,,,,Staff
O,CSCI300,,T,Top: Parallel & Dist Cptg,,1.00,N,,T 1145-0110PM Th 1245-0205PM,RNS 203 RNS 203,"Brown, Richard"
C,CSCI394,,,Academic Internship,,1.00,Y,,,,Staff
O,CSCI398,,,IR/,,1.00,N,,,,Staff
O,CSCI398,A,,IR/Teach/Support Web Prog,,1.00,N,,,,"Brown, Richard"
C,DANCE106,A,,Ballroom I (Men),,0.25,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE106,B,,Ballroom I (Women),,0.25,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE109,,,Intl Dance I,,0.25,Y,ALS-A SPM,T 0200-0255PM Th 0240-0335PM,DC Studio 1 DC Studio 1,"von Bibra, Anne"
C,DANCE111,A,,Modern Dance I (.25),,0.25,Y,ALS-A SPM,MF 1045-1140,DC Studio 2,"Roberts, Janice"
C,DANCE111,B,,Modern Dance I,,0.25,Y,ALS-A SPM,T 1005-1100 Th 0955-1050,DC Studio 3 DC Studio 3,"Roberts, Anthony"
C,DANCE121,,,Ballet I,,0.25,Y,ALS-A SPM,T 1150-1245PM Th 1245-0140PM,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
O,DANCE130,,,Advanced Beginning Ballet,,0.50,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
C,DANCE131,,,Advanced Beginning Ballet,,0.25,N,ALS-A SPM,T 0120-0245PM Th 0215-0335PM,DC Studio 2 DC Studio 2,"Klopchin, Heather J."
C,DANCE150,,,Movement/Camera/Create This course does not satisfy an SPM requirement.,,1.00,N,ALS-A,MWF 0800-1000,DC Studio 1,"Roberts, Anthony"
C,DANCE201,,,Body Moveable,,0.50,N,SPM,MWF 1150-1245PM,DC Studio 3,"Saterstrom, Sheryl"
O,DANCE206,A,,Ballroom II (Men),,0.25,Y,ALS-A SPM,MW 1255-0150PM,DC Studio 1,"von Bibra, Anne"
O,DANCE206,B,,Ballroom II (Women),,0.25,Y,ALS-A SPM,MW 1255-0150PM,DC Studio 1,"von Bibra, Anne"
C,DANCE210,,,Modern Dance II,,0.50,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
C,DANCE211,,,Modern Dance II,,0.25,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 1 DC Studio 1,"Klopchin, Heather J."
C,DANCE212,,,Articulate Body,,0.50,N,,MWF 1255-0150PM,DC Studio 3,"Saterstrom, Sheryl"
C,DANCE213,,,Articulate Body,,0.25,N,,MWF 1255-0150PM,DC Studio 3,"Saterstrom, Sheryl"
O,DANCE220,,,Ballet II,,0.50,N,ALS-A SPM,T 0935-1100 Th 0930-1050,DC Studio 2 DC Studio 2,"Bader, Jennifer"
C,DANCE221,,,Ballet II,,0.25,N,ALS-A SPM,T 0935-1100 Th 0930-1050,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE241,,,Movement Improvisation,,0.25,N,SPM,MWF 0905-1000,DC Studio 3,"Saterstrom, Sheryl"
C,DANCE246,,,Dance in United States,,1.00,N,ALS-A MCD WRI,MWF 1255-0150PM,DC 305,"Klopchin, Heather J."
O,DANCE250,,,Modern Dance II:Technique New course,,0.50,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 2,"Roberts, Anthony"
O,DANCE251,,,Modern Dance II:Technique New course,,0.25,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 2,"Roberts, Anthony"
C,DANCE294,,,Academic Internship,,1.00,Y,,,,Staff
O,DANCE298,,,IS/Ayurvedic Studies,,1.00,N,,,,"Saterstrom, Sheryl"
O,DANCE310,,,Modern III,,0.50,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Roberts, Janice"
C,DANCE311,,,Modern III,,0.25,N,ALS-A SPM,MWF 0200-0330PM,DC Studio 1,"Roberts, Janice"
O,DANCE320,,,Ballet III,,0.50,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
O,DANCE321,,,Ballet III,,0.25,N,ALS-A SPM,T 0800-0925 Th 0800-0920,DC Studio 2 DC Studio 2,"Bader, Jennifer"
C,DANCE374,,,Advanced Choreography,,1.00,N,,T 1145-0110PM Th 1245-0205PM,DC Studio 1 DC Studio 1,"Roberts, Janice"
C,DANCE394,,,Academic Internship,,1.00,Y,,,,Staff
O,DANCE398,,,IR/,,1.00,N,,,,Staff
C,ECON121,A,,Principles of Econ,,1.00,N,HBS,MWF 1255-0150PM,HH 413,"Judge, Rebecca"
C,ECON121,B,,Principles of Econ,,1.00,N,HBS,MWF 0200-0255PM,HH 413,"Judge, Rebecca"
C,ECON121,C,,Principles of Econ,,1.00,N,HBS,T 0120-0245PM Th 0215-0335PM,HH 413 HH 413,"Gauto, Victor"
C,ECON121,D,,Principles of Econ,,1.00,N,HBS,MWF 0800-0855,HH 413,"Soderlind, Steve"
C,ECON121,E,,Principles of Econ,,1.00,N,HBS,MWF 0905-1000,HH 413,"Soderlind, Steve"
C,ECON121,F,,Principles of Econ,,1.00,N,HBS,T 1145-0110PM Th 1245-0205PM,TOH 210 TOH 210,"Richardson, Brandt A."
O,ECON200,,T,Top: Int'l Econ Integrat,,1.00,N,,T 0800-0925 Th 0800-0920,HH 317 HH 317,"Gauto, Victor"
C,ECON243,,,Economic Development,,1.00,N,MCG WRI,T 1145-0110PM Th 1245-0205PM,RNS 390 RNS 390,"Schodt, David"
C,ECON245,,,Health Care Econ,,1.00,N,HBS,T 0935-1100 Th 0930-1050,HH 413 HH 413,"Hodgson, Ashley"
C,ECON247,,,History Econ Thought,,1.00,N,HWC,MWF 1150-1245PM,HH 413,"Wojick, Paul"
C,ECON261,A,,Macroeconomic Theory,,1.00,N,,MWF 0200-0255PM,RNS 190,"Pernecky, Mark"
C,ECON261,B,,Macroeconomic Theory,,1.00,N,,MWF 1255-0150PM,RNS 190,"Pernecky, Mark"
C,ECON262,A,,Microeconomic Theory,,1.00,N,,T 1145-0110PM Th 1245-0205PM,TOH 110 TOH 110,"Hodgson, Ashley"
C,ECON262,B,,Microeconomic Theory,,1.00,N,,T 0120-0245PM Th 0215-0335PM,TOH 110 TOH 110,"Hodgson, Ashley"
C,ECON294,,,Academic Internship,,1.00,Y,,,,Staff
O,ECON298,,,IS/,,1.00,N,,,,Staff
O,ECON298,A,,IS/Wealth & Class in Amer,,1.00,N,,,,"Wojick, Paul"
C,ECON371,,,Econ of Public Policy Prerequisite: Completion of BTS-T or permission of instructor. Open only to seniors during web registration.,,1.00,N,EIN WRI,MWF 1045-1140,OM 310,"Judge, Rebecca"
C,ECON376,,,Labor Econ/Empl Rel Prerequisite: Completion of BTS-T or permission of instructor.,,1.00,N,EIN WRI,MWF 1045-1140,OM 20,"Pernecky, Mark"
C,ECON382,,,International Econ,,1.00,N,WRI,MWF 0905-1000,HH 302,"Pomponio, Xun"
C,ECON394,,,Academic Internship,,1.00,Y,,,,Staff
O,ECON398,,,IR/,,1.00,N,,,,Staff
C,ECON398,A,,IR/Federal Reserve,,1.00,N,,,,"Wojick, Paul"
C,ECON398,B,,IR/Math of Insurance,,1.00,N,,,,"Wojick, Paul"
C,ECON399,,S,Sem: Sports Economics,,1.00,N,WRI,T 0935-1100 Th 0930-1050,OM 110 OM 110,"Becker, Anthony"
O,EDUC231,,,Drugs & Alcohol Closed to First-Year Students.,1,0.00,Y,,Th 0700-0900PM,BMC 101,"Storry, Mark"
C,EDUC245,,,Teach/Learn Engl Grammar Closed to first-year students.,2,0.50,N,,T 0935-1100 Th 0930-1050,TOH 214 TOH 214,"Hoffmann, Kathryn A."
C,EDUC290,,,Educ Psychology Closed to First-Year Students.,,1.00,N,HBS,T 0800-0925 Th 0800-0920,TOH 210 TOH 210,"McClure, Robert W."
O,EDUC291,A,,Standards/Technology Closed to First-Year Students.,2,0.00,Y,,M 0630-0830PM,HH 205,"Aarsvold, Nancy"
O,EDUC291,B,,Standards/Technology Closed to First-Year Students.,2,0.00,Y,,Th 0400-0600PM,HH 205,"Aarsvold, Nancy"
C,EDUC294,,,Academic Internship,,1.00,Y,,,,Staff
O,EDUC298,,,IS/,,1.00,N,,,,Staff
C,EDUC298,A,,IS/Standardized Testing,,1.00,N,,,,"Kelly, Maria L."
O,EDUC321,,,Teaching Reading 5-12,1,0.50,N,,T 0935-1100 Th 0930-1050,TOH 214 TOH 214,"Leer, Elizabeth A."
O,EDUC330,,,Principles of Educ Open to Juniors and Seniors only.,,1.00,N,ORC,MWF 0905-1000,TOH 214,"Hoffmann, Kathryn A."
C,EDUC334,,,Social Studies Persp,,1.00,N,WRI,MWF 0200-0255PM,TBA,"Kelly, Maria L."
O,EDUC341,,,"Teaching of Art, K-12",,1.00,N,,M 0700-1000PM,,"Hauck, Karna E."
O,EDUC345,,,Tchg of Comm Arts/Lit,,1.00,N,,T 1145-0110PM Th 1245-0205PM,TOH 214 TOH 214,"Leer, Elizabeth A."
O,EDUC348,,,Assessment of ESL K-12,,1.00,N,,Th 0600-0900PM,TOH 214,"Tesdall, Jessica L."
O,EDUC350,,,Tchg of Mathematics,,1.00,N,,T 0800-0925 Th 0800-0920,TOH 186 TOH 186,"Matsuura, Ryota"
O,EDUC355,,,Tchg Music-Elem Schls,,1.00,N,,T 0120-0245PM Th 0215-0335PM,CHM 233 CHM 233,"Berger, Linda"
O,EDUC364,,,Tchg of Science,,1.00,N,,MWF 0800-0855,TOH 214,"McDonald, Eric"
O,EDUC365,,,Tchg of Soc Studies,,1.00,N,,M 0600-0900PM,TOH 214,"McDonald, Sarah S."
O,EDUC367,,,Teaching of Theater K-12,,1.00,N,,,,"Wilson, Howard"
O,EDUC372,,,Counsel/Comm Schools Closed to First-Year Students.,,0.50,N,,Th 1245-0205PM,TOH 316,"Kelly, Maria L."
O,EDUC374,,,Reading in Content Area Open to Juniors and Seniors only.,,0.50,N,,T 0800-0925,TOH 214,"Leer, Elizabeth A."
O,EDUC375,,,Differentiated Instruct,,0.50,N,,Th 0800-0920,TOH 214,"Ford, Connie"
O,EDUC381,,,Senior Seminar Educ Open to Seniors only.,,0.50,N,,M-F 0800-0400PM,TBA,"Lane-Getaz, Sharon"
O,EDUC382,,,Human Relations Open to Seniors only,,0.00,Y,,,,"Pfarr-Baker, Rosemary A."
O,EDUC385,,,Issues in Education Open to Seniors only.,,0.50,N,,M-F 0800-0400PM,TBA,"McClure, Robert W."
O,EDUC389,,,Student Teaching Open to Seniors only.,,3.00,N,,M-F 0730-0400PM,,"Pfarr-Baker, Rosemary A."
O,EDUC390,A,,Student Teach/Social St,,1.50,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC390,B,,Student Teach/ESL,,1.50,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC391,A,,Student Teach: ESL,,0.50,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC391,B,,Student Teach: Social St,,0.50,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC391,C,,Student Teach: Music,,0.50,N,,,,"Pfarr-Baker, Rosemary A."
O,EDUC391,D,,Student Teach: English,,0.50,N,,,,"Pfarr-Baker, Rosemary A."
C,EDUC394,,,Academic Internship,,1.00,Y,,,,Staff
O,EDUC398,,,IR/,,1.00,N,,,,Staff
C,ENGL150,,,Fund of Creative Writing This course has class year limits.,,1.00,N,WRI,MWF 1150-1245PM,RML 421,"Schwehn, Kaethe"
C,ENGL185,A,,Literary Studies Open to first-year students and sophomores only.,,1.00,N,ALS-L WRI,T 1145-0110PM Th 1245-0205PM,RML 515 RML 515,"Holly, Carol"
C,ENGL185,B,,Literary Studies Open to first-year students and sophomores only.,,1.00,N,ALS-L WRI,MWF 1045-1140,RML 421,"Marsalek, Karen E."
C,ENGL185,C,,Literary Studies Open to first-year students and sophomores only.,,1.00,N,ALS-L WRI,T 0935-1100 Th 0930-1050,RML 421 RML 421,"Kwon Dobbs, Jennifer"
C,ENGL205,,,Am Racial/Multi Lit,,1.00,N,ALS-L MCD,T 1145-0110PM Th 1245-0205PM,RML 525 RML 525,"Hepburn, Joan"
C,ENGL206,,T,Top: African Literature,,1.00,N,ALS-L MCG,MWF 0200-0255PM,RML 515,"Mbele, Joseph L."
O,ENGL220,,T,Top:Corpse/Corp Early Lit,,1.00,N,ALS-L,T 1145-0110PM Th 1245-0205PM,BMC 111 BMC 111,"Marsalek, Karen E."
C,ENGL229,,,20C British & Irish Lit New course,,1.00,N,ALS-L WRI,MWF 0905-1000,RML 420,"Naito, Jonathan T."
C,ENGL242,,,Children's Literature,,1.00,N,ALS-L,T 0935-1100 Th 0930-1050,RML 525 RML 525,"Hill, Jan C."
C,ENGL246,,,Women's Literature,,1.00,N,ALS-L WRI,MWF 1045-1140,RML 420,"Titus, Mary"
C,ENGL255,,,Backgrounds to Literature New course,,1.00,N,ALS-L ORC,MWF 1045-1140,RML 515,"Cherewatuk, Karen"
C,ENGL256,,,Shakespeare & Contemp,,1.00,N,ALS-L,MWF 0905-1000,RML 515,"Trull, Mary E."
C,ENGL260,,T,"Top:Art,Design & Lit 1950",,1.00,N,ALS-L,MWF 1150-1245PM,HH 403,"Naito, Jonathan T."
O,ENGL264,,T,Topics: Gender and Lit Not open to first-year students.,,1.00,N,ALS-L,T 1145-0110PM Th 1245-0205PM,OM 110 OM 110,"Stein, Sarah B."
C,ENGL275,,,Literature & Film,,1.00,N,ALS-L,MWF 1150-1245PM,RML 515,"Gallego, Carlos"
C,ENGL280,,T,Top:19th C American Novel,,1.00,N,ALS-L,T 0935-1100 Th 0930-1050,RML 515 RML 515,"Holly, Carol"
C,ENGL287,,,Profess/Business Writing,,1.00,N,WRI,MWF 1045-1140,RML 520,"Richards, Rebecca S."
C,ENGL289,,,Journalistic Writing,,1.00,N,WRI,T 0120-0245PM Th 0215-0335PM,RML 520 RML 520,"Hill, Jan C."
C,ENGL293,,,Intermed Fiction Writing,,1.00,N,WRI,M 0700-1000PM,RML 420,"Percy, Benjamin"
C,ENGL294,,,Academic Internship,,1.00,Y,,,,Staff
O,ENGL298,,,IS/McDonaugh: Drama Film,,1.00,N,,,,"Naito, Jonathan T."
C,ENGL330,,T,Top: Hist of the Book,,1.00,N,,MWF 1255-0150PM,RML 421,"Trull, Mary E."
C,ENGL345,,T,Top: Am Multi-Cult Lit,,1.00,N,,T 0120-0245PM Th 0215-0335PM,RML 420 RML 420,"Hepburn, Joan"
C,ENGL372,,,Advanced Fiction Wrtg,,1.00,N,,Th 0700-1000PM,RML 420,"Dunning, Jenny"
C,ENGL394,,,Academic Internship,,1.00,Y,,,,Staff
O,ENGL398,,,IR/,,1.00,N,,,,Staff
C,ENGL398,A,,IR/Film Criticism,,1.00,N,,,,"Postlethwaite, Diana"
C,ENGL399,,S,Sem: Lit & Hist,,1.00,N,,MWF 0800-0855,RML 520,"Wells, Colin"
C,ENVST137,,,Intro: Enviro Studies,,1.00,N,IST,T 0800-0925 Th 0800-0920,RNS 210 RNS 210,"Christianson, Knut A."
C,ENVST222,,,"Campus Ecology This course has class-year limits. Intended for Environmental Studies majors and concentrators, but open to others as well.",,1.00,N,,MWF 1045-1140,HH 403,"Farrell, James"
C,ENVST245,,,Global Climate Change First-Year Students may register only with permission of instructor.,,1.00,N,IST,T 0935-1100 Th 0930-1050,RNS 208 RNS 208,"Jacobel, Robert"
C,ENVST270,,,Nature & Am Landscape,,1.00,N,ALS-A HWC,MWF 0905-1000,DC 305,"Rohn, Matthew"
C,ENVST294,,,Academic Internship,,1.00,Y,,,,Staff
O,ENVST294,A,,Academic Internship,,1.00,Y,,,,"Judge, Rebecca"
O,ENVST294,B,,Academic Internship,,0.50,Y,,,,"Angell, Diane K."
O,ENVST294,C,,Academic Internship,,0.50,Y,,,,"Jackson, Paul T."
O,ENVST298,,,IS/,,1.00,N,,,,Staff
O,ENVST298,A,,IS/Ecofeminism,,1.00,N,,,,"Titus, Mary"
O,ENVST298,B,,IS/Engineering for Water,,1.00,N,,,,"Jackson, Paul T."
C,ENVST394,,,Academic Internship,,1.00,Y,,,,Staff
O,ENVST398,,,IR/,,1.00,N,,,,Staff
C,ENVST398,A,,IR/Historic Weather Data,,1.00,N,,,,"Umbanhowar, Charles Jr."
O,ENVST399,A,S,Sem: Environ Studies Open to Senior Enviromental Studies majors only. Environmental Studies concentrators may register only with permission of instructor.,,1.00,N,,MW 0100-0300PM,RNS 208,"Jackson, Paul T."
O,ENVST399,B,S,Sem: Env Studies,,1.00,N,,MW 0100-0300PM,RNS 400,"Schade, John D."
C,ES/PS276,,,Environmental Politics,,1.00,N,HBS,T 1145-0110PM Th 1245-0205PM,DC 305 DC 305,"Hofrenning, Daniel"
C,ESAC101,,,Archery,,0.25,N,SPM,MWF 0800-0855,SAC_FH,"Lundin, Philip"
C,ESAC103,A,,Golf,,0.25,N,SPM,F 0800-1000,Tostrud Ctr,"Stromme, David A."
C,ESAC103,B,,Golf,,0.25,N,SPM,F 1200-0200PM,Tostrud Ctr,"Stromme, David A."
C,ESAC106,A,,Rock Climbing,,0.25,N,SPM,MW 1045-1140,Tostrud Ctr,"Stromayer, Judith"
C,ESAC106,B,,Rock Climbing,,0.25,N,SPM,TTh 0935-1030,Tostrud Ctr,"Stromayer, Judith"
C,ESAC111,,,Basketball,,0.25,N,SPM,TTh 0935-1030,SAC Gym North,"Kosmoski, Daniel"
C,ESAC117,,,Ultimate Frisbee,,0.25,N,SPM,MW 0200-0255PM,SAC FH,"Nesbit, Scott"
C,ESAC118,,,Lifetime Sports and Games,,0.25,N,SPM,MW 1045-1140,Tostrud Ctr,"Nesbit, Scott"
O,ESAC122,,,Lifeguard Training,,0.25,N,SPM,TTh 1255-0150PM,SAC_POOL,"Hauck, Robert"
C,ESAC128,,,Fly Fishing,,0.25,N,SPM,TTh 1255-0150PM,SAC 112,"Nesbit, Scott"
C,ESAC130,,,Swim Fitness,,0.25,N,SPM,MW 0800-0855,SAC_POOL,"Anderson, Kurt"
C,ESAC131,,,Aerobics,,0.25,N,SPM,TTh 0935-1030,SAC 103,"Book, Cynthia"
C,ESAC133,A,,Individual Fitness.50,,0.50,N,SPM,MWF 1045-1140,SAC 103,"Goldsworthy, William Sean"
C,ESAC133,B,,Individual Fitness.50,,0.50,N,SPM,MWF 1255-0150PM,SAC 112,"Anderson, Kurt"
O,ESAC135,,,Jogging/Running,,0.25,N,SPM,TTh 0935-1030,Tostrud Ctr,"Varpness, Vincent"
C,ESAC136,A,,Fitness Walking,,0.25,N,SPM,MW 0905-1000,Tostrud Ctr,"Kosmoski, Daniel"
C,ESAC136,B,,Fitness Walking,,0.25,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Kosmoski, Daniel"
C,ESAC141,A,,Wt Training-Men,,0.25,N,SPM,TTh 0800-0855,Tostrud Ctr,"Ahrar, Shahram"
O,ESAC141,B,,Wt Training-Men,,0.25,N,SPM,TTh 0935-1030,Tostrud Ctr,"Ahrar, Shahram"
C,ESAC141,C,,Wt Training-Men,,0.25,N,SPM,MW 1255-0150PM,Tostrud Ctr,"Ahrar, Shahram"
C,ESAC142,A,,Wt Training-Women,,0.25,N,SPM,MW 0800-0855,TPH Wt Rm,"McCarthy, Robert K."
C,ESAC142,B,,Wt Training-Women,,0.25,N,SPM,MW 0905-1000,TPH Wt Rm,"McCarthy, Robert K."
C,ESAC151,A,,Badminton,,0.25,N,SPM,TTh 1255-0150PM,SAC_GYM_N,"Kosmoski, Daniel"
C,ESAC151,B,,Badminton,,0.25,N,SPM,MW 1045-1140,SAC N Gym,"Stromme, David A."
C,ESAC151,C,,Badminton,,0.25,N,SPM,MW 0800-0855,SAC Gym North,"Stromme, David A."
C,ESAC153,A,,Racquetball (Wmn),,0.25,N,SPM,TTh 0800-0855,SAC Racq Ct,"Varpness, Vincent"
C,ESAC153,B,,Racquetball (Men),,0.25,N,SPM,TTh 0935-1030,SAC Racq Ct,"Anderson, Kurt"
C,ESAC157,A,,Tennis,,0.25,N,SPM,TTh 0800-0855,Tostrud Ctr,"Stromme, David A."
C,ESAC157,B,,Tennis,,0.25,N,SPM,MW 0905-1000,Tostrud Ctr,"Stromme, David A."
C,ESAC158,,,Intermediate Tennis,,0.25,N,SPM,TTh 0935-1035,Tostrud Ctr,"Nesbit, Scott"
C,ESAC161,,,Self-Defense,,0.25,N,SPM,F 1200-0200PM,SAC Wr Rm,"Hamilton, Maya"
O,ESAC170,,,Intercol Hockey Women,,0.25,N,SPM,,,"Bazzachini, John A."
O,ESAC171,,,Intercol Skiing Men,,0.25,N,SPM,,,"Cook, Kevin"
O,ESAC172,,,Intercol Skiing Women,,0.25,N,SPM,,,"Cook, Kevin"
O,ESAC173,,,Intercol Baseball,,0.25,N,SPM,,,"McDonald, Matthew C."
O,ESAC174,,,Intercol Basketball M,,0.25,N,SPM,,,"Kosmoski, Daniel"
O,ESAC175,,,Intercol Basketball W,,0.25,N,SPM,,,"Stromme, David A."
O,ESAC181,,,Intercol Hockey Men,,0.25,N,SPM,,,"Goldsworthy, William Sean"
O,ESAC182,,,Intercol CC Skiing M,,0.25,N,SPM,,,"Cook, Kevin"
O,ESAC183,,,Intercol CC Skiing W,,0.25,N,SPM,,,"Cook, Kevin"
O,ESAC186,,,Intercol Softball,,0.25,N,SPM,,,"Neuger, Ruth B."
O,ESAC187,,,Intercol Swimming M,,0.25,N,SPM,,,"Hauck, Robert"
O,ESAC188,,,Intercol Swimming W,,0.25,N,SPM,,,"Hauck, Robert"
O,ESAC189,,,Intercol Tennis Men,,0.25,N,SPM,,,"Nesbit, Scott"
O,ESAC190,,,Intercol Tennis Women,,0.25,N,SPM,,,"Nesbit, Scott"
O,ESAC191,,,Intercol Track Men,,0.25,N,SPM,,,"Lundin, Philip"
O,ESAC192,,,Intercol Track Women,,0.25,N,SPM,,,"Gelle, Andrea J."
O,ESAC194,,,Intercol Wrestling,,0.25,N,SPM,,,"Ahrar, Shahram"
C,ESTH238,,,Intro to Coaching,2,0.50,N,,MWF 0905-1000,SAC 103,"Gelle, Andrea J."
C,ESTH255,,,Prev/Care Sport Injur Students in ESTH 255 must also register for one lab ESTH 255 AL or BL.,,1.00,N,,T 0800-0925 Th 0800-0920,SAC 112 SAC 112,"Hagen, Daniel"
C,ESTH255,A,L,Prev/Care Sport Injur Lab,,0.00,N,,W 1150-1245PM,SAC Tr Rm,"Hagen, Daniel"
C,ESTH255,B,L,Prev/Care Sport Injur Lab,,0.00,N,,W 1255-0150PM,SAC Tr Rm,"Hagen, Daniel"
C,ESTH294,,,Academic Internship,,1.00,Y,,,,Staff
O,ESTH298,,,IS/Media/Eating Disorders,,1.00,N,,,,"Book, Cynthia"
C,ESTH298,A,,IS/Sports Psychology,,1.00,N,,,,"Stromme, David A."
C,ESTH298,B,,IS/Running Injury,,1.00,N,WRI,,,"Hagen, Daniel"
O,ESTH335,,,Coaching Practicum,,0.25,N,,,,"Anderson, Kurt"
O,ESTH375,,,Physiology/Exercise Students in ESTH 375 must also register for lab ESTH 375 L. Open to Juniors and Seniors only.,,1.00,N,,MWF 1045-1140,SAC 103,"Daymont, Christine"
O,ESTH375,,L,Physiology/Exercise Lab,,0.00,N,,T 0800-1100,SAC 103,"Daymont, Christine"
O,ESTH390,,,Exercise Sci Seminar Open only to seniors.,,1.00,N,WRI,MWF 1255-0150PM,SAC 103,"Book, Cynthia"
C,ESTH394,,,Academic Internship,,1.00,Y,,,,"Book, Cynthia"
O,ESTH398,,,IR/,,1.00,N,,,,Staff
C,ESTH398,A,,IR/Bike Fit/Power Output,,1.00,N,WRI,,,"Book, Cynthia"
C,ESTH398,B,,IR/Morality in Sports,,1.00,N,,,,"Book, Cynthia"
O,ESTH398,C,,IR/Kinesiology Tape Study,,1.00,N,,,,"Book, Cynthia"
O,ESTH398,D,,IR/Comparative Prevention,,1.00,N,,,,"Book, Cynthia"
O,ESTH398,E,,IR/Foam Roller Use Study,,1.00,N,WRI,,,"Hauck, Robert"
